url,sic_code,sic_code_title,description,error
https://siccode.com/sic-code/0259/poultry-eggs,0259,poultry-eggs,"Establishments primarily engaged in the production of poultry and eggs, not elsewhere classified. This industry also includes establishments deriving 50 percent or more of their total value of sales of agricultural products from poultry and eggs SIC Code - 025, but less than 50 percent from products of any single industry.",
https://siccode.com/sic-code/027/animal-specialties,027,animal-specialties,"For detailed description of SIC 027, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0271/fur-bearing-animals-rabbits,0271,fur-bearing-animals-rabbits,Establishments primarily engaged in the production of fur and fur-bearing animals and rabbits.,
https://siccode.com/sic-code/0272/horses-equines,0272,horses-equines,Establishments primarily engaged in the production of horses and other equines.,
https://siccode.com/sic-code/0273/animal-aquaculture,0273,animal-aquaculture,"Establishments primarily engaged in the production of finfish and shellfish, such as crustaceans and mollusks, within a confined space and under controlled feeding, sanitation, and harvesting procedures.",
https://siccode.com/sic-code/0279/animal-specialties,0279,animal-specialties,"Establishments primarily engaged in the production of animal specialties, not elsewhere classified, such as pets, bees, worms, and laboratory animals. This industry also includes establishments deriving 50 percent or more of their total value of sales of agricultural products from animal specialties SIC Code - 027, but less than 50 percent from products of any single industry. ",
https://siccode.com/sic-code/029/farms-livestock,029,farms-livestock,"For detailed description of SIC 029, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0291/farms-livestock,0291,farms-livestock,"Establishments deriving 50 percent or more of their total value of sales of agricultural products from livestock and animal specialties and their products, but less than 50 percent from products of any single three-digit industry group.",
https://siccode.com/sic-code/07/agricultural-services,07,agricultural-services,"This major group includes establishments primarily engaged in performing soil preparation services, crop services, veterinary services, other animal services, farm labor and management services, and landscape and horticultural services, for others on a contract or fee basis. ",
https://siccode.com/sic-code/071/soil-preparation-services,071,soil-preparation-services,"For detailed description of SIC 071, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0711/soil-preparation-services,0711,soil-preparation-services,"Establishments primarily engaged in land breaking, plowing, application of fertilizer, seed bed preparation, and other services for improving the soil for crop planting.",
https://siccode.com/sic-code/072/crop-services,072,crop-services,"For detailed description of SIC 072, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0721/crop-planting-protection,0721,crop-planting-protection,"Establishments primarily engaged in performing crop planting, cultivating, and protecting services.",
https://siccode.com/sic-code/0722/crop-harvesting-machine,0722,crop-harvesting-machine,"Establishments primarily engaged in mechanical harvesting, picking, and combining of crops, and related activities, using machinery provided by the service firm.",
https://siccode.com/sic-code/0723/crop-preparation-services-market,0723,crop-preparation-services-market,"Establishments primarily engaged in performing services on crops, subsequent to their harvest, with the intent of preparing them for market or further processing.",
https://siccode.com/sic-code/0724/cotton-ginning,0724,cotton-ginning,Establishments primarily engaged in ginning cotton.,
https://siccode.com/sic-code/074/veterinary-services,074,veterinary-services,"For detailed description of SIC 074, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0741/veterinary-services-livestock,0741,veterinary-services-livestock,"Establishments of licensed practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery, for cattle, hogs, sheep, goats, and poultry.",
https://siccode.com/sic-code/0742/veterinary-services-animal-specialties,0742,veterinary-services-animal-specialties,"Establishments of licensed practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery, for animal specialties. Animal specialties include horses, bees, fish, fur-bearing animals, rabbits, dogs, cats, and other pets and birds, except poultry.",
https://siccode.com/sic-code/075/animal-services,075,animal-services,"For detailed description of SIC 075, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0751/livestock-services,0751,livestock-services,"Establishments primarily engaged in performing services, except veterinary, for cattle, hogs, sheep, goats, and poultry. Dairy herd improvement associations are also included in this industry.",
https://siccode.com/sic-code/0752/animal-specialty-services,0752,animal-specialty-services,"Establishments primarily engaged in performing services, except veterinary, for pets, equines, and other animal specialties.",
https://siccode.com/sic-code/076/farm-labor-management-services,076,farm-labor-management-services,"For detailed description of SIC 076, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0761/farm-labor-contractors-crew-leaders,0761,farm-labor-contractors-crew-leaders,Establishments primarily engaged in supplying labor for agricultural production or harvesting.,
https://siccode.com/sic-code/0762/farm-management-services,0762,farm-management-services,"Establishments primarily engaged in providing farm management services, including management or complete maintenance of citrus groves, orchards, and vineyards. Such activities may include cultivating, harvesting, or other specialized activities.",
https://siccode.com/sic-code/078/landscape-horticultural-services,078,landscape-horticultural-services,"For detailed description of SIC 078, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0781/landscape-counseling-planning,0781,landscape-counseling-planning,"Establishments primarily engaged in landscape planning and in performing landscape, architectural and counseling services.",
https://siccode.com/sic-code/0782/lawn-garden-services,0782,lawn-garden-services,Establishments primarily engaged in performing a variety of lawn and garden services.,
https://siccode.com/sic-code/0783/ornamental-shrub-tree-services,0783,ornamental-shrub-tree-services,Establishments primarily engaged in performing a variety of ornamental shrub and tree services.,
https://siccode.com/sic-code/08/forestry,08,forestry,"This major group includes establishments primarily engaged in the operation of timber tracts, tree farms, forest nurseries, and related activities such as reforestation services and the gathering of gums, barks, balsam needles, maple sap, Spanish moss, and other forest products.",
https://siccode.com/sic-code/081/timber-tracts,081,timber-tracts,"For detailed description of SIC 081, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0811/timber-tracts,0811,timber-tracts,Establishments primarily engaged in the operation of timber tracts or tree farms for the purpose of selling standing timber.,
https://siccode.com/sic-code/0831/forest-nurseries-gathering-forest-products,0831,forest-nurseries-gathering-forest-products,"Establishments primarily engaged in growing trees for purposes of reforestation or in gathering forest products. The concentration or distillation of these products, when carried on in the forest, is included in this industry.",
https://siccode.com/sic-code/085/forestry-services,085,forestry-services,"For detailed description of SIC 085, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0851/forestry-services,0851,forestry-services,"Establishments primarily engaged in performing, on a contract or fee basis, services related to timber production, wood technology, forestry economics and marketing, and other forestry services, not elsewhere classified.",
https://siccode.com/sic-code/09/fishing-hunting-trapping,09,fishing-hunting-trapping,"This major group includes establishments primarily engaged in commercial fishing (including crabbing, lobstering, clamming, oystering, and the gathering of sponges and seaweed), and the operation of fish hatcheries and fish and game preserves, in commercial hunting and trapping, and in game propagation. ",
https://siccode.com/sic-code/091/commercial-fishing,091,commercial-fishing,"For detailed description of SIC 091, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0912/finfish,0912,finfish,Establishments primarily engaged in the catching or taking of finfish.,
https://siccode.com/sic-code/0913/shellfish,0913,shellfish,Establishments primarily engaged in the catching or taking of shellfish.,
https://siccode.com/sic-code/0919/marine-products,0919,marine-products,"Establishments primarily engaged in miscellaneous fishing activities, such as catching or taking of sea urchins, terrapins, turtles, and frogs. The gathering of seaweed and sponges is also included in this industry.",
https://siccode.com/sic-code/092/fish-hatcheries-preserves,092,fish-hatcheries-preserves,"For detailed description of SIC 092, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0921/fish-hatcheries-preserves,0921,fish-hatcheries-preserves,Establishments primarily engaged in operating fish hatcheries or preserves.,
https://siccode.com/sic-code/097/hunting-trapping-game-propagation,097,hunting-trapping-game-propagation,"For detailed description of SIC 097, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/0971/hunting-trapping-game-propagation,0971,hunting-trapping-game-propagation,"Establishments primarily engaged in commercial hunting and trapping, or in the operation of game preserves.",
https://siccode.com/sic-code/10/metal-mining,10,metal-mining,"This major group includes establishments primarily engaged in mining, developing mines, or exploring for metallic minerals (ores). These ores are valued chiefly for the metals contained, to be recovered for use as such or as constituents of alloys, chemicals, pigments or other products. This major group also includes all ore dressing and beneficiating operations, whether performed at mills operated in conjunction with the mines served or at mills, such as custom mills, operated separately. These include mills which crush, grind, wash, dry, sinter, calcine, or leach ore, or perform gravity separation or flotation operations.",
https://siccode.com/sic-code/101/iron-ores,101,iron-ores,"For detailed description of SIC 101, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1011/iron-ores,1011,iron-ores,"Establishments primarily engaged in mining, beneficiating, or otherwise preparing iron ores and manganiferous ores valued chiefly for their iron content. This industry includes production of sinter and other agglomerates except those associated with blast furnace operations.",
https://siccode.com/sic-code/102/copper-ores,102,copper-ores,"For detailed description of SIC 102, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1021/copper-ores,1021,copper-ores,"Establishments primarily engaged in mining, milling, or otherwise preparing copper ores. This industry also includes establishments primarily engaged in the recovery of copper concentrates by precipitation and leaching of copper ore.",
https://siccode.com/sic-code/103/lead-zinc-ores,103,lead-zinc-ores,"For detailed description of SIC 103, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1031/lead-zinc-ores,1031,lead-zinc-ores,"Establishments primarily engaged in mining, milling, or otherwise preparing lead ores, zinc ores, or lead-zinc ores.",
https://siccode.com/sic-code/104/gold-silver-ores,104,gold-silver-ores,"For detailed description of SIC 104, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1041/gold-ores,1041,gold-ores,"Establishments primarily engaged in mining gold ores from lode deposits or in the recovery of gold from placer deposits by any method. In addition to ore dressing methods such as crushing, grinding, gravity concentration, and froth flotation, this industry includes amalgamation, cyanidation, and the production of bullion at the mine, mill, or dredge site.",
https://siccode.com/sic-code/1044/silver-ores,1044,silver-ores,"Establishments primarily engaged in mining, milling, or otherwise preparing silver ores. The production of bullion at the mine or mill site is included.",
https://siccode.com/sic-code/106/ferroalloy-ores,106,ferroalloy-ores,"For detailed description of SIC 106, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1061/ferroalloy-ores,1061,ferroalloy-ores,"Establishments primarily engaged in mining, milling, or otherwise preparing ferroalloy ores, except vanadium.",
https://siccode.com/sic-code/108/metal-mining-services,108,metal-mining-services,"For detailed description of SIC 108, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1081/metal-mining-services,1081,metal-mining-services,"Establishments primarily engaged in performing metal mining services for others on a contract or fee basis, such as the removal of overburden, strip mining for metallic ores, prospect and test drilling, and mine exploration and development.",
https://siccode.com/sic-code/109/metal-ores,109,metal-ores,"For detailed description of SIC 109, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1094/uranium-radium-vanadium-ores,1094,uranium-radium-vanadium-ores,"Establishments primarily engaged in mining, milling, or otherwise preparing uranium-radium-vanadium ores.",
https://siccode.com/sic-code/1099/metal-ores,1099,metal-ores,"Establishments primarily engaged in mining, milling, or otherwise preparing miscellaneous metal ores, not elsewhere classified. Production of metallic mercury by furnacing or retorting at the mine site is also included.",
https://siccode.com/sic-code/12/bituminous-coal-lignite-mining,12,bituminous-coal-lignite-mining,"This major group includes establishments primarily engaged in producing bituminous coal, anthracite, and lignite. Included are mining operations and preparation plants (also known as cleaning plants and washeries), whether or not such plants are operated in conjunction with mine sites.",
https://siccode.com/sic-code/122/bituminous-coal-lignite-mining,122,bituminous-coal-lignite-mining,"For detailed description of SIC 122, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1221/bituminous-coal-lignite-surface-mining,1221,bituminous-coal-lignite-surface-mining,"Establishments primarily engaged in producing bituminous coal or lignite at surface mines or in developing bituminous coal or lignite surface mines. This industry includes auger mining, strip mining, culm bank mining, and other surface mining, by owners or lessees or by establishments which have complete responsibility for operating bituminous coal and lignite surface mines for others on a contract or fee basis. Bituminous coal and lignite preparation plants performing such activities as cleaning, crushing, screening or sizing are included if operated in conjunction with a mine site, or if operated independently of any type of mine. ",
https://siccode.com/sic-code/1222/bituminous-coal-underground-mining,1222,bituminous-coal-underground-mining,"Establishments primarily engaged in producing bituminous coal in underground mines or in developing bituminous coal underground mines. This industry includes underground mining by owners or lessees or by establishments which have complete responsibility for operating bituminous coal underground mines for others on a contract or fee basis. Bituminous coal preparation plants performing such activities as cleaning, crushing, screening or sizing are included if operated in conjunction with a mine.",
https://siccode.com/sic-code/123/anthracite-mining,123,anthracite-mining,"For detailed description of SIC 123, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1231/anthracite-mining,1231,anthracite-mining,"Establishments primarily engaged in producing anthracite or in developing anthracite mines. All establishments in the United States that are classified in this industry are located in Pennsylvania. This industry includes mining by owners or lessees or by establishments which have complete responsibility for operating anthracite mines for others on a contract or fee basis. Also included are anthracite preparation plants, whether or not operated in conjunction with a mine.",
https://siccode.com/sic-code/124/coal-mining-services,124,coal-mining-services,"For detailed description of SIC 124, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1241/coal-mining-services,1241,coal-mining-services,Establishments primarily engaged in performing coal mining services for others on a contract or fee basis.,
https://siccode.com/sic-code/13/oil-gas-extraction,13,oil-gas-extraction,This major group includes establishments primarily engaged in: ,
https://siccode.com/sic-code/131/crude-petroleum-natural-gas,131,crude-petroleum-natural-gas,"For detailed description of SIC 131, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1311/crude-petroleum-natural-gas,1311,crude-petroleum-natural-gas,"Establishments primarily engaged in operating oil and gas field properties. Such activities may include exploration for crude petroleum and natural gas; drilling, completing, and equipping wells; operation of separators, emulsion breakers, desilting equipment, and field gathering lines for crude petroleum; and all other activities in the preparation of oil and gas up to the point of shipment from the producing property. This industry includes the production of oil through the mining and extraction of oil from oil shale and oil sands and the production of gas and hydrocarbon liquids through gasification, liquid faction, and pyrolysis of coal at the mine site. Also included are establishments which have complete responsibility for operating oil and gas wells for others on a contract or fee basis.",
https://siccode.com/sic-code/132/natural-gas-liquids,132,natural-gas-liquids,"For detailed description of SIC 132, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1321/natural-gas-liquids,1321,natural-gas-liquids,Establishments primarily engaged in producing liquid hydrocarbons from oil and gas field gases.,
https://siccode.com/sic-code/138/oil-gas-field-services,138,oil-gas-field-services,"For detailed description of SIC 138, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1381/drilling-oil-gas-wells,1381,drilling-oil-gas-wells,"Establishments primarily engaged in drilling wells for oil or gas field operations for others on a contract or fee basis. This industry includes contractors that specialize in spudding in, drilling in, redrilling, and directional drilling.",
https://siccode.com/sic-code/1382/oil-gas-field-exploration-services,1382,oil-gas-field-exploration-services,"Establishments primarily engaged in performing geophysical, geological, and other exploration services for oil and gas on a contract or fee basis.",
https://siccode.com/sic-code/1389/oil-gas-field-services,1389,oil-gas-field-services,"Establishments primarily engaged in performing oil and gas field services, not elsewhere classified, for others on a contract or fee basis. Services included are excavating slush pits and cellars; gradings and building of foundations at well locations; well surveying; running, cutting, and pulling casings tubes, and rods; cementing wells; shooting wells; perforating well casings; acidizing and chemically treating wells; and cleaning out, bailing, and swabbing wells.",
https://siccode.com/sic-code/14/mining-quarrying-nonmetallic-minerals,14,mining-quarrying-nonmetallic-minerals,"This major group includes establishments primarily engaged in mining or quarrying, developing mines, or exploring for nonmetallic minerals, except fuels. Also included are certain well and brine operations, and primary preparation plants, such as those engaged in crushing, grinding, washing, or other concentration.",
https://siccode.com/sic-code/141/dimension-stone,141,dimension-stone,"For detailed description of SIC 141, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1411/dimension-stone,1411,dimension-stone,Establishments primarily engaged in mining or quarrying dimension stone. Also included are establishments engaged in producing rough blocks and slabs.,
https://siccode.com/sic-code/142/crushed-broken-stone-riprap,142,crushed-broken-stone-riprap,"For detailed description of SIC 142, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1422/crushed-broken-limestone,1422,crushed-broken-limestone,"Establishments primarily engaged in mining or quarrying crushed and broken limestone, including related rocks, such as dolomite, cement rock, marl, travertine, and calcareous tufa. Also included are establishments primarily engaged in the grinding or pulverizing of limestone.",
https://siccode.com/sic-code/1423/crushed-broken-granite,1423,crushed-broken-granite,"Establishments primarily engaged in mining or quarrying crushed and broken granite, including related rocks, such as gneiss, syenite, and diorite.",
https://siccode.com/sic-code/1429/crushed-broken-stone,1429,crushed-broken-stone,"Establishments primarily engaged in mining or quarrying crushed and broken stone, not elsewhere classified.",
https://siccode.com/sic-code/144/sand-gravel,144,sand-gravel,"For detailed description of SIC 144, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1442/construction-sand-gravel,1442,construction-sand-gravel,"Establishments primarily engaged in operating sand and gravel pits and dredges, and in washing, screening, or otherwise preparing sand and gravel for construction uses.",
https://siccode.com/sic-code/1446/industrial-sand,1446,industrial-sand,"Establishments primarily engaged in operating sand pits and dredges, and in washing, screening, and otherwise preparing sand for uses other than construction, such as glassmaking, molding, and abrasives.",
https://siccode.com/sic-code/145/clay-ceramic-refractory-minerals,145,clay-ceramic-refractory-minerals,"For detailed description of SIC 145, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1455/kaolin-ball-clay,1455,kaolin-ball-clay,"Establishments primarily engaged in mining, milling, or otherwise preparing kaolin or ball clay, including china clay, paper clay, and slip clay.",
https://siccode.com/sic-code/1459/clay-ceramic-refractory-minerals,1459,clay-ceramic-refractory-minerals,"Establishments primarily engaged in mining, milling, or otherwise preparing clay, ceramic, or refractory minerals, not elsewhere classified.",
https://siccode.com/sic-code/147/chemical-fertilizer-mineral-mining,147,chemical-fertilizer-mineral-mining,"For detailed description of SIC 147, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1474/potash-soda-borate-minerals,1474,potash-soda-borate-minerals,"Establishments primarily engaged in mining, milling, or otherwise preparing natural potassium, sodium, or boron compounds.",
https://siccode.com/sic-code/1475/phosphate-rock,1475,phosphate-rock,"Establishments primarily engaged in mining, milling, drying, calcining, sintering, or otherwise preparing phosphate rock, including apatite.",
https://siccode.com/sic-code/1479/chemical-fertilizer-mineral-mining,1479,chemical-fertilizer-mineral-mining,"Establishments primarily engaged in mining, milling, or otherwise preparing chemical or fertilizer mineral raw materials, not elsewhere classified.",
https://siccode.com/sic-code/148/nonmetallic-minerals-services,148,nonmetallic-minerals-services,"For detailed description of SIC 148, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1481/nonmetallic-minerals-services,1481,nonmetallic-minerals-services,"Establishments primarily engaged in the removal of overburden, strip mining, and other services for nonmetallic minerals, except fuels, for others on a contract or fee basis.",
https://siccode.com/sic-code/149/nonmetallic-minerals,149,nonmetallic-minerals,"For detailed description of SIC 149, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1499/nonmetallic-minerals,1499,nonmetallic-minerals,"Establishments primarily engaged in mining, quarrying, milling, or otherwise preparing nonmetallic minerals, except fuels. This industry includes the shaping of natural abrasive stones at the quarry.",
https://siccode.com/sic-code/15/building-construction-contractors-operative-builders,15,building-construction-contractors-operative-builders,"This major group includes general contractors and operative builders primarily engaged in the construction of residential, farm, industrial, commercial, or other buildings. General building contractors who combine a special trade with the contracting are included in this major group.",
https://siccode.com/sic-code/152/building-contractors-residential,152,building-contractors-residential,"For detailed description of SIC 152, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1521/contractors-single-family-houses,1521,contractors-single-family-houses,"General contractors primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses.",
https://siccode.com/sic-code/1522/contractors-residential-buildings,1522,contractors-residential-buildings,"General contractors primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of residential buildings other than single-family houses. ",
https://siccode.com/sic-code/153/operative-builders,153,operative-builders,"For detailed description of SIC 153, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1531/operative-builders,1531,operative-builders,Builders primarily engaged in the construction of single-family houses and other buildings for sale on their own account rather than as contractors.,
https://siccode.com/sic-code/154/building-contractors-nonresidential,154,building-contractors-nonresidential,"For detailed description of SIC 154, see Subcategories in the Hierarchy Navigation on this page.",
https://siccode.com/sic-code/1541/contractors-industrial-buildings-warehouses,1541,contractors-industrial-buildings-warehouses,"General contractors primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of industrial buildings and warehouses, such as aluminum plants, automobile assembly plants, pharmaceutical manufacturing plants, and commercial warehouses.",
https://siccode.com/sic-code/1542/contractors-nonresidential-buildings,1542,contractors-nonresidential-buildings,"General contractors primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings.",
